SupplierID,SupplierName,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,City,Country,CountryCode,State,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CustomerFeedback,LeadTimeDays,OrderMonth,FeedbackScore,RevenuePerUnit
197,Oyondu,743,Pontiac,Firebird,Teal,1991,504433.54,43857-0026,Julia Ettery,Female,Payment Adjustment Coordinator,El Paso,United States,US,Texas,2019-03-29,52959-596,2019-05-31,Standard Class,Air,79999,713196.58,1,0.79,jcb,Very Good,63,2019-03,5,713196.58
198,Gabcube,5903,Dodge,Durango,Goldenrod,2006,574692.68,61667-001,Penny Stoter,Male,Food Chemist,Flint,United States,US,Michigan,2018-12-27,43353-538,2019-06-03,Same Day,Truck,48550,914855.62,2,0.77,americanexpress,Good,158,2018-12,4,457427.81
199,Skyble,7975,Dodge,Stratus,Green,2003,748289.4,51672-4111,Sarina Troy,Female,Mechanical Systems Engineer,Jackson,United States,US,Mississippi,2019-01-15,0517-3415,2019-05-18,Same Day,Truck,39236,914636.14,2,0.39,bankcard,Okay,123,2019-01,3,457318.07
200,Voolia,8086,Land Rover,Freelander,Crimson,2009,608622.72,55316-478,Billie Bullivant,Male,Civil Engineer,Denver,United States,US,Colorado,2019-06-08,54575-349,2019-02-05,Same Day,Truck,80255,952850.42,1,0.73,jcb,Okay,-123,2019-06,3,952850.42
201,Jazzy,600,Volkswagen,GTI,Crimson,1991,706191.64,0067-4870,Ariadne Crowth,Female,Database Administrator II,Stamford,United States,US,Connecticut,2019-01-10,24236-608,2019-02-05,First Class,Air,6922,993717.13,2,0.38,jcb,Good,26,2019-01,4,496858.565
202,Gigaclub,6994,Mazda,626,Red,1993,600392.19,53808-0737,Trudi Scapelhorn,Female,Operator,San Angelo,United States,US,Texas,2018-10-02,49288-0864,2019-01-18,Same Day,Air,76905,923600.29,2,0.77,jcb,Bad,108,2018-10,2,461800.145
203,Voonix,7846,Mercedes-Benz,GL-Class,Yellow,2012,626861.89,60429-981,Gianna Clarson,Female,Database Administrator I,Oklahoma City,United States,US,Oklahoma,2019-01-23,35000-586,2019-06-02,Standard Class,Truck,73129,791094.95,2,0.51,jcb,Okay,130,2019-01,3,395547.475
204,Photobug,3029,Saab,9-5,Yellow,2006,694876.95,59062-1227,Karalee Lackmann,Female,Quality Control Specialist,Pasadena,United States,US,California,2019-04-12,63402-515,2019-05-09,Second Class,Truck,91199,738823.53,1,0.49,jcb,Very Bad,27,2019-04,1,738823.53
205,Thoughtbeat,835,Chevrolet,Express 2500,Green,2000,500952.88,0781-1971,Nananne Itskovitz,Female,Software Test Engineer III,Savannah,United States,US,Georgia,2018-10-08,68645-151,2019-04-02,First Class,Air,31405,721150.82,2,0.87,maestro,Very Good,176,2018-10,5,360575.41
206,Youbridge,7747,BMW,530,Purple,2002,636917.06,54868-1971,Dorry Bramwich,Female,Quality Engineer,Tacoma,United States,US,Washington,2019-02-14,58118-2528,2019-05-03,Second Class,Air,98447,797594.37,1,0.79,jcb,Okay,78,2019-02,3,797594.37
207,Voonte,7841,Plymouth,Voyager,Puce,1992,666907.63,51861-010,Tuesday Horsefield,Female,Help Desk Operator,Birmingham,United States,US,Alabama,2019-01-10,65862-288,2019-01-30,Same Day,Truck,35254,979097.48,1,0.85,jcb,Very Good,20,2019-01,5,979097.48
208,Photobean,2491,GMC,1500,Yellow,1996,621950.59,0121-4675,Jourdain Kingzeth,Male,Assistant Manager,Fort Pierce,United States,US,Florida,2018-07-25,67877-169,2019-05-17,Standard Class,Air,34949,714287.99,2,0.88,diners-club-enroute,Okay,296,2018-07,3,357143.995
209,Brainlounge,9366,Pontiac,LeMans,Fuscia,1990,506364.92,66312-110,Garrett Enrdigo,Male,Structural Analysis Engineer,Huntsville,United States,US,Alabama,2018-11-05,0187-5205,2019-02-22,Same Day,Truck,35810,838836.35,2,0.87,jcb,Bad,109,2018-11,2,419418.175
210,Snaptags,1422,Kia,Mentor,Goldenrod,1997,550479.47,57337-061,Haze Asple,Male,Web Developer II,San Antonio,United States,US,Texas,2019-04-22,69097-148,2019-06-03,Same Day,Air,78225,807463.16,2,0.67,americanexpress,Okay,42,2019-04,3,403731.58
211,Zoonder,8723,GMC,Jimmy,Orange,1999,576531.57,11673-165,Edouard Gulleford,Male,Administrative Officer,Lees Summit,United States,US,Missouri,2019-01-15,44924-013,2019-01-14,Standard Class,Truck,64082,831547.06,2,0.78,jcb,Very Bad,-1,2019-01,1,415773.53
212,Ainyx,794,GMC,Canyon,Goldenrod,2007,712220.24,10819-3737,Broddy Takle,Male,Civil Engineer,Honolulu,United States,US,Hawaii,2019-02-15,0591-2230,2019-06-11,Second Class,Truck,96815,931587.86,2,0.89,visa,Very Bad,116,2019-02,1,465793.93
213,Wikizz,1279,Dodge,Ram 1500,Teal,1994,776503.93,52533-024,Elsa Fayter,Female,Senior Financial Analyst,El Paso,United States,US,Texas,2018-08-02,21695-604,2019-03-26,First Class,Air,79950,720437.79,1,0.74,visa-electron,Good,236,2018-08,4,720437.79
214,Babbleblab,5021,Chrysler,300,Purple,2010,764549.88,41163-271,Eirena Mardlin,Female,Analyst Programmer,Frederick,United States,US,Maryland,2018-12-11,41268-215,2019-03-10,First Class,Truck,21705,761905.0,2,0.53,jcb,Okay,89,2018-12,3,380952.5
215,Kare,403,Mazda,Miata MX-5,Orange,2001,699037.15,10337-332,Merle Cubberley,Female,Financial Advisor,Racine,United States,US,Wisconsin,2019-04-15,44929-001,2019-05-15,Same Day,Truck,53405,907476.0,2,0.83,americanexpress,Good,30,2019-04,4,453738.0
216,Pixonyx,2632,Toyota,Solara,Yellow,2003,538626.58,68405-014,Madge Farndell,Female,Media Manager III,Honolulu,United States,US,Hawaii,2019-05-25,66467-3740,2019-04-30,Standard Class,Truck,96840,783651.01,1,0.74,jcb,Very Good,-25,2019-05,5,783651.01
217,Feedfire,8233,Buick,Century,Aquamarine,1989,591275.55,60681-2105,Meir Poff,Male,Design Engineer,Charlotte,United States,US,North Carolina,2018-06-22,68788-0600,2019-03-27,Same Day,Air,28210,705535.68,2,0.65,mastercard,Okay,278,2018-06,3,352767.84
218,Wikibox,8261,Pontiac,Firebird,Goldenrod,1989,676966.15,15127-831,Gwendolyn MacConneely,Female,VP Accounting,Las Vegas,United States,US,Nevada,2018-10-10,51444-002,2019-01-17,Same Day,Truck,89120,949932.74,1,0.76,maestro,Very Good,99,2018-10,5,949932.74
219,Dabfeed,672,BMW,M Roadster,Yellow,2008,622688.0,65862-536,Keen Galego,Male,Mechanical Systems Engineer,El Paso,United States,US,Texas,2019-04-24,43063-209,2019-02-16,First Class,Truck,88530,830384.88,1,0.66,diners-club-carte-blanche,Very Bad,-67,2019-04,1,830384.88
220,Skiptube,8554,Toyota,Sequoia,Yellow,2006,774830.01,44717-536,Merrill Ryves,Male,Director of Sales,Springfield,United States,US,Ohio,2019-02-09,0228-3504,2019-01-12,Same Day,Air,45505,818806.17,2,0.26,jcb,Good,-28,2019-02,4,409403.085
221,Riffpath,7978,Mazda,Millenia,Maroon,1998,631486.52,11523-7371,Creight Minico,Male,Director of Sales,Modesto,United States,US,California,2018-11-04,50804-360,2019-04-09,Second Class,Air,95354,802230.91,2,0.38,diners-club-carte-blanche,Okay,156,2018-11,3,401115.455
222,Shuffledrive,8393,Ford,Focus,Mauv,2004,769767.05,0378-7185,Llywellyn Speedin,Male,Tax Accountant,Detroit,United States,US,Michigan,2018-09-26,67938-2009,2019-04-05,Second Class,Truck,48275,831934.34,1,0.65,jcb,Very Bad,191,2018-09,1,831934.34
223,Skipfire,101,Toyota,Highlander,Yellow,2009,765726.97,49999-598,Richart Lebbon,Male,Associate Professor,Buffalo,United States,US,New York,2019-01-24,51672-4030,2019-04-29,Standard Class,Air,14269,712970.25,1,0.54,jcb,Bad,95,2019-01,2,712970.25
224,Devbug,6563,Mercedes-Benz,SL-Class,Purple,1995,641603.39,53808-0832,Arnie Bailey,Male,Safety Technician II,Fort Lauderdale,United States,US,Florida,2019-02-20,49349-069,2019-05-15,Second Class,Truck,33305,950085.83,1,0.64,jcb,Bad,84,2019-02,2,950085.83
225,Kwinu,1129,Dodge,Caliber,Goldenrod,2010,680084.14,37000-199,Killy Breton,Male,Assistant Manager,Saint Petersburg,United States,US,Florida,2018-08-11,49349-277,2019-06-13,Standard Class,Air,33710,806964.63,1,0.44,jcb,Okay,306,2018-08,3,806964.63
226,Leenti,9501,Chevrolet,3500,Maroon,1998,546129.68,16590-080,Joline Mohun,Female,Dental Hygienist,Clearwater,United States,US,Florida,2019-02-13,55714-2203,2019-04-23,Standard Class,Air,34620,826316.28,1,0.3,mastercard,Very Bad,69,2019-02,1,826316.28
227,Gabcube,6919,Land Rover,Range Rover,Turquoise,2001,617676.13,67253-264,Miran Poulsum,Female,Business Systems Development Analyst,Montgomery,United States,US,Alabama,2018-11-16,61919-416,2019-05-17,Second Class,Air,36134,901673.03,2,0.33,solo,Good,182,2018-11,4,450836.515
228,Yodoo,4349,Geo,Tracker,Aquamarine,1992,793703.68,0591-3602,Vanny Culham,Female,Compensation Analyst,Dallas,United States,US,Texas,2018-07-30,49967-033,2019-05-01,First Class,Truck,75372,701839.3,1,0.39,jcb,Very Good,275,2018-07,5,701839.3
229,Topicware,3852,Chevrolet,Express 3500,Fuscia,1998,582902.48,67046-806,Linoel Kingsmill,Male,Staff Scientist,Toledo,United States,US,Ohio,2019-06-03,54569-2933,2019-05-20,Same Day,Air,43666,957797.5,1,0.36,jcb,Very Good,-14,2019-06,5,957797.5
230,Rooxo,9343,Honda,Accord Crosstour,Crimson,2011,665856.64,21695-285,Reinhard Leachman,Male,Budget/Accounting Analyst III,Houston,United States,US,Texas,2019-06-12,54868-4850,2019-05-29,First Class,Truck,77260,777119.4,1,0.59,jcb,Very Bad,-14,2019-06,1,777119.4
231,Yabox,3893,Chrysler,Concorde,Teal,2002,520771.77,60429-505,Corie Charnick,Female,Senior Quality Engineer,San Luis Obispo,United States,US,California,2018-10-27,49999-449,2019-03-20,Standard Class,Truck,93407,858094.56,2,0.83,americanexpress,Very Bad,144,2018-10,1,429047.28
232,Yabox,9455,Audi,S4,Orange,2001,514620.28,68258-6100,Brandy Marcome,Male,Developer IV,Syracuse,United States,US,New York,2019-05-07,76439-142,2019-03-11,First Class,Truck,13205,918098.21,1,0.73,visa-electron,Okay,-57,2019-05,3,918098.21
233,Avamba,5849,Mercury,Sable,Maroon,2003,522233.76,52584-024,Georgia Versey,Female,Actuary,Jamaica,United States,US,New York,2018-11-06,43526-103,2019-03-02,Standard Class,Air,11499,809727.39,2,0.84,jcb,Very Good,116,2018-11,5,404863.695
234,Twitterwire,207,Lincoln,Navigator,Indigo,2007,564853.64,36987-1607,Kitty Bryers,Female,VP Product Management,Tyler,United States,US,Texas,2019-01-21,52125-245,2019-02-13,Same Day,Truck,75705,905674.77,1,0.87,mastercard,Very Good,23,2019-01,5,905674.77
235,Abatz,53,Mazda,MPV,Puce,1992,750536.81,49215-0001,Flory Martugin,Female,Human Resources Manager,Boca Raton,United States,US,Florida,2018-11-04,0093-7394,2019-05-01,First Class,Air,33432,833339.07,2,0.68,jcb,Good,178,2018-11,4,416669.535
236,Voonte,3887,Bentley,Azure,Indigo,2010,617480.31,50563-112,Trip Stansell,Male,Budget/Accounting Analyst I,Littleton,United States,US,Colorado,2019-06-11,11896-0018,2019-02-23,Standard Class,Truck,80127,857281.07,2,0.31,americanexpress,Good,-108,2019-06,4,428640.535
237,Trilith,4050,Mitsubishi,Starion,Yellow,1987,755397.16,52642-006,Petra Joliffe,Female,Human Resources Manager,Atlanta,United States,US,Georgia,2018-12-18,51514-0304,2019-02-06,First Class,Truck,30340,877668.97,2,0.77,maestro,Very Bad,50,2018-12,1,438834.485
238,Mymm,8664,Lamborghini,Murciélago,Blue,2002,603490.6,0555-1056,Noelle Gullan,Female,Budget/Accounting Analyst I,Pittsburgh,United States,US,Pennsylvania,2019-06-05,68462-205,2019-04-03,Second Class,Air,15255,936683.82,2,0.54,diners-club-carte-blanche,Very Good,-63,2019-06,5,468341.91
239,Skimia,5375,GMC,Savana 3500,Teal,2007,515971.07,41250-467,Hatty Melmore,Female,Assistant Media Planner,Harrisburg,United States,US,Pennsylvania,2019-01-04,63187-185,2019-02-15,First Class,Truck,17105,906670.05,2,0.29,jcb,Very Good,42,2019-01,5,453335.025
240,Shufflester,7109,Kia,Sedona,Khaki,2003,748998.64,76237-153,Cindy Gertray,Female,Recruiter,Atlanta,United States,US,Georgia,2018-11-27,51060-010,2019-04-18,Same Day,Air,30343,918739.46,1,0.74,maestro,Very Good,142,2018-11,5,918739.46
241,Thoughtblab,3508,Mazda,Mazdaspeed 3,Indigo,2007,522598.43,55143-012,Alex Longhi,Female,Pharmacist,Cincinnati,United States,US,Ohio,2018-11-17,54569-0650,2019-01-17,First Class,Air,45296,951519.83,2,0.59,instapayment,Very Good,61,2018-11,5,475759.915
242,Centimia,8819,Chevrolet,Corvette,Purple,2000,707930.63,35356-301,Gerti Morston,Female,Account Coordinator,Chattanooga,United States,US,Tennessee,2019-01-20,50970-003,2019-05-29,First Class,Air,37405,896520.79,2,0.38,laser,Very Bad,129,2019-01,1,448260.395
243,Oozz,8751,Toyota,Land Cruiser,Fuscia,2011,755210.78,10157-9875,Bernadene Lorkings,Female,Administrative Officer,Delray Beach,United States,US,Florida,2019-01-05,39822-4200,2019-01-01,Second Class,Air,33448,821081.22,1,0.5,diners-club-international,Okay,-4,2019-01,3,821081.22
244,Yacero,1422,Volvo,V40,Goldenrod,2004,655763.96,52686-274,Victor Ivan,Male,Graphic Designer,Saint Paul,United States,US,Minnesota,2018-07-14,0363-0459,2019-03-15,First Class,Truck,55127,815360.3,1,0.69,jcb,Good,244,2018-07,4,815360.3
245,Yakidoo,2559,Jaguar,XJ Series,Turquoise,1993,669756.37,36987-1048,Deana Chillingworth,Female,Recruiting Manager,Panama City,United States,US,Florida,2018-09-02,11084-704,2019-05-15,First Class,Air,32412,734353.19,2,0.49,visa-electron,Bad,255,2018-09,2,367176.595
246,Bubbletube,9452,Infiniti,G,Green,2007,530760.44,58411-102,Marne Vinsen,Female,Junior Executive,Pasadena,United States,US,California,2019-03-24,63739-231,2019-04-20,Second Class,Truck,91125,822574.56,1,0.54,diners-club-carte-blanche,Bad,27,2019-03,2,822574.56
247,Meembee,284,Chevrolet,Camaro,Turquoise,1977,682006.48,68788-9942,Webb Jenk,Male,Financial Advisor,San Antonio,United States,US,Texas,2018-09-13,52993-125,2019-05-11,First Class,Truck,78285,966408.44,1,0.44,mastercard,Very Bad,240,2018-09,1,966408.44
248,Eamia,54,Infiniti,G37,Yellow,2011,753206.05,43269-780,Fidela Gepson,Female,Technical Writer,Eugene,United States,US,Oregon,2018-11-20,43063-401,2019-03-27,Second Class,Truck,97405,915779.62,2,0.42,mastercard,Good,127,2018-11,4,457889.81
249,Avaveo,1739,Subaru,XT,Teal,1985,686586.66,16590-244,Enriqueta Blissett,Female,Research Nurse,Palatine,United States,US,Illinois,2018-08-12,66975-354,2019-04-03,Standard Class,Truck,60078,847308.19,2,0.3,diners-club-carte-blanche,Very Good,234,2018-08,5,423654.095
250,Geba,9179,Hyundai,Sonata,Puce,2000,591827.18,63739-283,Kristofor Mobius,Male,Account Representative II,Camden,United States,US,New Jersey,2018-10-13,66336-002,2019-02-23,First Class,Truck,8104,761593.6,1,0.43,jcb,Bad,133,2018-10,2,761593.6
251,Dabtype,6093,Ford,Ranger,Aquamarine,1984,705287.01,64159-6989,Olivia Lord,Female,Sales Associate,Denver,United States,US,Colorado,2019-04-24,65044-2042,2019-02-05,First Class,Truck,80223,748821.37,2,0.4,jcb,Very Bad,-78,2019-04,1,374410.685
252,Zoomcast,4873,Isuzu,Rodeo,Green,1998,790573.68,50844-753,Arielle Chrestien,Female,Research Nurse,Dallas,United States,US,Texas,2019-02-19,55154-2416,2019-02-12,Standard Class,Truck,75323,711330.7,2,0.34,bankcard,Good,-7,2019-02,4,355665.35
253,Shuffletag,8884,Lamborghini,Murciélago LP640,Goldenrod,2008,698779.93,14783-323,Johannes Gentzsch,Male,Editor,Charlotte,United States,US,North Carolina,2018-07-29,49967-075,2019-01-14,First Class,Air,28263,907301.72,1,0.27,jcb,Very Bad,169,2018-07,1,907301.72
254,Eidel,4872,Chevrolet,Astro,Yellow,1996,610262.72,54868-5607,Domenico Starmer,Male,Chemical Engineer,Jacksonville,United States,US,Florida,2019-06-13,21695-678,2019-05-11,First Class,Air,32225,721444.86,1,0.68,diners-club-carte-blanche,Very Good,-33,2019-06,5,721444.86
255,Skipstorm,1641,Acura,RL,Blue,2000,626418.85,58232-9911,Dione Kenington,Female,Teacher,Watertown,United States,US,Massachusetts,2019-03-03,58118-0570,2019-02-10,Same Day,Air,2472,905077.85,2,0.25,jcb,Very Bad,-21,2019-03,1,452538.925
256,Brainbox,4549,Subaru,Legacy,Green,2009,781026.77,36800-647,Oran MacCrann,Male,Director of Sales,Erie,United States,US,Pennsylvania,2018-08-09,46122-028,2019-05-19,Same Day,Truck,16534,708543.0,2,0.38,diners-club-us-ca,Very Bad,283,2018-08,1,354271.5
257,Dynabox,3830,Pontiac,Grand Prix,Aquamarine,1992,760929.24,11822-0900,Will Lumley,Male,Statistician IV,New York City,United States,US,New York,2019-02-28,25021-824,2019-02-24,Same Day,Air,10029,948947.68,1,0.43,diners-club-enroute,Okay,-4,2019-02,3,948947.68
258,Jetwire,8773,Subaru,Legacy,Pink,2010,788851.31,43458-1004,Dawna Crier,Female,Executive Secretary,Phoenix,United States,US,Arizona,2019-02-01,55289-463,2019-02-23,Second Class,Truck,85062,703566.96,1,0.52,jcb,Very Good,22,2019-02,5,703566.96
259,Mudo,2103,Ford,F-Series Super Duty,Maroon,2010,556626.3,37808-437,Sigismondo Gillings,Male,Speech Pathologist,Baltimore,United States,US,Maryland,2018-09-25,54868-3157,2019-05-17,First Class,Air,21290,946609.07,2,0.41,mastercard,Bad,234,2018-09,2,473304.535
260,Camimbo,159,Mercedes-Benz,C-Class,Red,2012,539453.7,68135-020,Fidelia Lauchlan,Female,Teacher,Columbus,United States,US,Ohio,2019-05-21,15127-258,2019-01-30,Second Class,Truck,43204,912590.74,1,0.84,visa,Good,-111,2019-05,4,912590.74
261,Voomm,2169,Mercedes-Benz,CL-Class,Crimson,2004,798192.93,42411-043,Marta Collens,Female,Junior Executive,Rochester,United States,US,New York,2018-08-19,52959-737,2019-03-07,Same Day,Truck,14646,752316.03,1,0.72,jcb,Good,200,2018-08,4,752316.03
262,Yamia,4679,Audi,A6,Indigo,1996,716071.15,18860-678,Amy Roderigo,Female,Geologist II,Charlottesville,United States,US,Virginia,2018-10-30,53346-1323,2019-04-27,Same Day,Air,22903,740186.16,2,0.34,jcb,Okay,179,2018-10,3,370093.08
263,Blogtag,529,Cadillac,Eldorado,Yellow,1999,662587.93,51060-045,Dione McPartling,Female,Help Desk Technician,Macon,United States,US,Georgia,2018-12-11,65342-0100,2019-01-31,Second Class,Truck,31217,948713.24,1,0.78,visa-electron,Very Good,51,2018-12,5,948713.24
264,Jayo,3766,Dodge,Caliber,Orange,2007,550981.27,47593-359,Laurette Carn,Female,Developer IV,Montgomery,United States,US,Alabama,2019-01-19,65903-247,2019-05-07,Second Class,Air,36177,983410.65,1,0.63,visa-electron,Okay,108,2019-01,3,983410.65
265,Youfeed,729,Chevrolet,Suburban 1500,Orange,2009,749090.42,61245-146,Elwin Breckon,Male,Electrical Engineer,Fort Worth,United States,US,Texas,2019-03-18,0268-0275,2019-02-28,Same Day,Truck,76110,930665.34,1,0.51,americanexpress,Bad,-18,2019-03,2,930665.34
266,Vidoo,3826,GMC,Savana 1500,Purple,2007,634779.32,0456-3407,Saundra Demcak,Male,Teacher,Monticello,United States,US,Minnesota,2019-02-04,36800-366,2019-01-21,First Class,Air,55590,715166.87,2,0.47,maestro,Very Good,-14,2019-02,5,357583.435
267,Linkbridge,9001,Toyota,Tundra,Yellow,2008,609769.87,49349-866,Van Ayree,Male,Chemical Engineer,Lincoln,United States,US,Nebraska,2019-03-06,44911-0022,2019-06-09,Standard Class,Air,68583,885462.32,1,0.5,visa-electron,Bad,95,2019-03,2,885462.32
268,Twinder,8007,Subaru,Loyale,Khaki,1990,685084.75,49349-952,Lora Chomicki,Female,Sales Associate,Houston,United States,US,Texas,2019-03-07,0378-1160,2019-04-20,Second Class,Truck,77005,732301.0,1,0.41,laser,Bad,44,2019-03,2,732301.0
269,Twitterlist,5792,Volkswagen,Cabriolet,Orange,1992,558901.59,24236-063,Andromache Bernardez,Female,Analyst Programmer,Salt Lake City,United States,US,Utah,2019-05-30,43857-0030,2019-01-04,Same Day,Truck,84110,764462.9,1,0.87,china-unionpay,Very Good,-146,2019-05,5,764462.9
270,Mynte,9045,GMC,1500,Yellow,1997,561693.79,59011-444,Jordan Heatlie,Male,Software Test Engineer IV,Colorado Springs,United States,US,Colorado,2019-04-17,49614-228,2019-05-02,Standard Class,Truck,80915,924763.35,2,0.57,jcb,Bad,15,2019-04,2,462381.675
271,Jatri,4441,Volkswagen,Touareg 2,Khaki,2009,554922.83,49288-0176,Elvis Woollin,Male,GIS Technical Architect,Montgomery,United States,US,Alabama,2018-07-17,55714-4409,2019-05-31,Second Class,Air,36119,829806.93,2,0.36,visa,Very Bad,318,2018-07,1,414903.465
272,Twitterlist,411,Chevrolet,Suburban 1500,Maroon,2001,649244.9,68752-025,Agathe Vanelli,Female,Assistant Professor,Reno,United States,US,Nevada,2019-01-08,55154-9429,2019-05-19,Same Day,Truck,89550,870746.72,2,0.67,diners-club-enroute,Bad,131,2019-01,2,435373.36
273,Jaxspan,2591,Land Rover,Range Rover,Fuscia,2005,549060.9,63014-1600,Dannie Abba,Female,Web Designer II,Youngstown,United States,US,Ohio,2018-10-05,0093-4160,2019-05-31,Standard Class,Air,44505,756323.57,1,0.86,jcb,Good,238,2018-10,4,756323.57
274,Oloo,4108,Oldsmobile,Aurora,Fuscia,1996,739662.76,16864-001,Chico Adrienne,Male,Sales Representative,Norwalk,United States,US,Connecticut,2018-10-26,49035-202,2019-04-07,Standard Class,Truck,6854,762908.87,1,0.52,jcb,Bad,163,2018-10,2,762908.87
275,Thoughtbridge,3451,Buick,Roadmaster,Crimson,1991,676920.58,53808-0396,Eddie Ortsmann,Female,Safety Technician IV,Chicago,United States,US,Illinois,2019-05-17,54473-210,2019-02-19,Same Day,Air,60609,962162.33,1,0.87,jcb,Very Good,-87,2019-05,5,962162.33
276,Lazz,4299,Plymouth,Laser,Maroon,1993,789584.18,14783-451,Deina Tallyn,Female,Software Engineer I,Birmingham,United States,US,Alabama,2018-11-12,37205-187,2019-04-17,First Class,Truck,35242,740646.41,2,0.66,americanexpress,Okay,156,2018-11,3,370323.205
277,Avamm,24,Honda,Civic,Crimson,2003,641468.71,69152-0078,Peria Bovis,Female,Biostatistician II,Memphis,United States,US,Tennessee,2019-04-26,58232-0749,2019-02-06,Same Day,Air,38109,821835.59,1,0.28,jcb,Good,-79,2019-04,4,821835.59
278,Lajo,3222,Chevrolet,K5 Blazer,Purple,1995,700933.8,68387-802,Riley McGeechan,Male,Internal Auditor,Bozeman,United States,US,Montana,2019-02-28,11673-245,2019-05-06,Standard Class,Air,59771,769660.81,2,0.34,jcb,Okay,67,2019-02,3,384830.405
279,Divavu,612,Toyota,Avalon,Crimson,2005,750136.44,36987-2864,Nolly Kayser,Male,Safety Technician I,Austin,United States,US,Texas,2018-07-03,41250-854,2019-02-17,Standard Class,Air,78721,965227.41,1,0.65,diners-club-enroute,Okay,229,2018-07,3,965227.41
280,Meezzy,3929,Kia,Soul,Violet,2012,630981.26,57237-025,Germain Darleston,Female,Account Representative IV,Chico,United States,US,California,2019-01-31,57520-0332,2019-04-23,Second Class,Truck,95973,880242.79,2,0.82,jcb,Good,82,2019-01,4,440121.395
281,Zoomdog,8772,Acura,MDX,Red,2009,771998.97,0682-0334,Tiebout Pizzey,Male,Marketing Assistant,Anchorage,United States,US,Alaska,2018-07-14,49999-338,2019-03-26,Standard Class,Air,99522,896282.31,2,0.25,jcb,Bad,255,2018-07,2,448141.155
282,Youfeed,7968,Subaru,Justy,Yellow,1988,770428.67,0258-3687,Natale Swabey,Male,Environmental Specialist,Norfolk,United States,US,Virginia,2018-10-03,68788-0384,2019-02-17,Second Class,Air,23514,843893.64,2,0.57,china-unionpay,Very Bad,137,2018-10,1,421946.82
283,Gigabox,8460,Mitsubishi,L300,Aquamarine,1990,691843.34,68258-3024,Stearne Fullerton,Male,Web Designer III,San Antonio,United States,US,Texas,2018-07-29,49348-847,2019-01-16,First Class,Air,78230,978185.9,2,0.8,laser,Good,171,2018-07,4,489092.95
284,Zoomcast,437,Ford,F150,Indigo,2004,713413.43,61722-160,Suzette Danzelman,Female,Computer Systems Analyst III,Arlington,United States,US,Virginia,2018-12-19,76340-4001,2019-04-11,Second Class,Truck,22244,907268.87,1,0.51,jcb,Very Good,113,2018-12,5,907268.87
285,Lazz,1033,GMC,Yukon XL 1500,Pink,2002,643916.65,54340-779,Madelon Ambroz,Female,Design Engineer,Torrance,United States,US,California,2019-01-08,0440-8505,2019-06-07,Same Day,Air,90510,951156.3,2,0.87,jcb,Very Good,150,2019-01,5,475578.15
286,Skynoodle,5759,Suzuki,Forenza,Teal,2006,786575.33,13734-023,Mano Valeri,Male,Accountant III,Clearwater,United States,US,Florida,2018-07-20,0135-0532,2019-02-24,Second Class,Truck,34629,826982.52,2,0.87,jcb,Okay,219,2018-07,3,413491.26
287,Flipbug,6561,Buick,Somerset,Mauv,1985,538273.2,0781-3315,Bengt Idiens,Male,Assistant Manager,Saint Petersburg,United States,US,Florida,2018-09-16,65121-885,2019-05-19,Standard Class,Truck,33710,967548.35,1,0.6,jcb,Very Bad,245,2018-09,1,967548.35
288,Eamia,7839,Honda,CR-X,Goldenrod,1985,573485.27,41163-496,Britta Danielsky,Female,Desktop Support Technician,New Hyde Park,United States,US,New York,2019-02-16,57520-0500,2019-06-13,Standard Class,Air,11044,813997.82,1,0.37,jcb,Good,117,2019-02,4,813997.82
289,Geba,6072,BMW,5 Series,Goldenrod,2012,531392.16,55154-5089,Boonie Milkeham,Male,Compensation Analyst,Conroe,United States,US,Texas,2019-03-11,11673-407,2019-01-20,Second Class,Air,77305,919142.33,1,0.78,switch,Bad,-50,2019-03,2,919142.33
290,Tagfeed,3610,Pontiac,Sunbird,Purple,1991,524432.54,0006-0951,Felike Penvarne,Male,Media Manager II,Washington,United States,US,District of Columbia,2018-10-06,17575-006,2019-01-28,Standard Class,Air,20057,747147.58,2,0.27,jcb,Good,114,2018-10,4,373573.79
291,Divape,1481,Toyota,Tundra,Goldenrod,2004,506274.41,61755-001,Jobye Dowzell,Female,VP Marketing,New Orleans,United States,US,Louisiana,2018-11-30,61727-310,2019-05-15,Same Day,Air,70142,847468.73,1,0.35,mastercard,Very Good,166,2018-11,5,847468.73
292,Flashspan,5021,Pontiac,Firefly,Aquamarine,1995,719071.21,51079-768,Shelby Morratt,Female,Civil Engineer,New York City,United States,US,New York,2018-12-04,60505-0027,2019-01-29,Standard Class,Truck,10260,933482.06,1,0.75,diners-club-carte-blanche,Good,56,2018-12,4,933482.06
293,Jaxbean,5719,GMC,3500 Club Coupe,Puce,1996,747040.1,48951-6040,Cristabel Killshaw,Female,Computer Systems Analyst I,Erie,United States,US,Pennsylvania,2018-07-29,48951-7023,2019-04-28,Second Class,Truck,16550,701880.61,2,0.39,mastercard,Bad,273,2018-07,2,350940.305
